cliente_id,tenure_meses,plano,mensalidade,contrato,usuarios_ativos,logins_30d,features_usadas,tickets_suporte,nps,atraso_pagamento_dias,desconto_ativo,integracoes_ativas,churn
C02497,9,Pro,147.19,Mensal,18,5,9,1,5,1.7,0,0,0
C02498,9,Pro,144.34,Anual,7,12,16,2,6,0.9,0,4,0
C02499,25,Pro,159.53,Anual,17,14,10,2,9,0.2,0,5,0
C02500,28,Basic,50.42,Mensal,1,8,1,1,5,3.2,0,0,0
C02501,5,Basic,46.75,Anual,3,13,17,4,1,0.7,0,5,0
C02502,12,Enterprise,468.47,Mensal,131,6,3,1,6,3.4,1,6,1
C02503,2,Basic,51.84,Bienal,3,11,9,2,0,1.2,0,0,0
C02504,24,Basic,49.04,Anual,1,16,3,4,7,0.8,0,0,1
C02505,13,Pro,137.46,Mensal,20,12,15,1,4,0.4,0,6,0
C02506,3,Pro,135.72,Mensal,25,10,13,1,7,0.5,1,3,0
C02507,7,Pro,140.69,Bienal,31,16,19,2,1,0.2,1,0,0
C02508,5,Pro,139.77,Anual,17,19,17,1,5,0.5,0,1,0
C02509,7,Pro,133.76,Mensal,6,8,5,3,1,5.1,0,6,0
C02510,2,Basic,46.31,Mensal,3,14,5,1,6,0.9,0,6,0
C02511,33,Pro,142.15,Mensal,24,6,6,0,0,5.1,0,7,0
C02512,5,Pro,145.55,Anual,13,10,3,1,5,1.3,0,5,0
C02513,13,Pro,161.61,Bienal,21,14,18,1,4,1.9,0,5,0
C02514,18,Basic,48.35,Anual,1,14,2,0,1,1.2,0,7,0
C02515,28,Basic,48.59,Mensal,3,5,9,4,8,0.8,0,7,0
C02516,14,Pro,152.79,Anual,1,21,6,2,9,0.2,0,0,0
C02517,11,Basic,48.42,Mensal,1,9,1,3,6,5.4,0,5,0
C02518,14,Basic,49.98,Mensal,2,11,16,3,5,1.8,1,6,0
C02519,5,Pro,151.09,Mensal,12,9,10,0,3,1.8,0,7,0
C02520,6,Basic,49.3,Mensal,1,4,17,0,3,4.3,0,0,1
C02521,11,Basic,55.78,Mensal,2,9,12,2,0,0.9,1,6,0
C02522,1,Basic,51.23,Mensal,3,12,10,7,5,1.4,0,4,1
C02523,7,Basic,46.35,Mensal,2,12,5,3,5,5.1,0,5,0
C02524,9,Pro,151.76,Anual,15,11,12,3,0,1.5,1,7,1
C02525,44,Basic,47.06,Mensal,3,2,14,4,3,1.2,0,7,1
C02526,31,Basic,50.09,Mensal,2,9,1,1,6,0.4,0,1,1
C02527,18,Basic,45.63,Mensal,4,5,5,2,2,0.4,0,3,1
C02528,24,Basic,46.29,Mensal,1,11,7,3,6,1.1,1,3,1
C02529,6,Basic,49.84,Mensal,5,11,3,0,4,0.2,0,3,0
C02530,14,Basic,51.44,Anual,4,12,2,3,10,6.9,0,3,0
C02531,22,Basic,50.23,Mensal,2,7,5,2,1,1.9,0,6,0
C02532,6,Basic,51.09,Mensal,2,11,7,1,0,1.9,0,7,1
C02533,3,Basic,49.92,Anual,3,19,11,2,3,1.2,0,5,0
C02534,17,Basic,49.42,Mensal,3,11,16,2,8,3.7,0,5,0
C02535,4,Basic,47.77,Anual,4,16,17,1,10,2.9,0,1,0
C02536,19,Basic,50.99,Mensal,1,4,8,0,6,7.0,0,2,0
C02537,28,Basic,51.51,Bienal,3,11,11,1,6,2.6,1,2,0
C02538,6,Basic,48.85,Mensal,1,6,1,1,7,0.1,1,0,0
C02539,6,Basic,48.71,Mensal,2,9,17,4,10,3.7,0,4,0
C02540,27,Pro,160.86,Anual,23,11,5,2,10,1.1,0,5,0
C02541,14,Basic,48.95,Mensal,1,13,2,0,6,1.0,0,0,0
C02542,25,Pro,149.56,Anual,5,14,12,1,3,0.5,0,3,0
C02543,11,Pro,152.61,Mensal,16,7,8,1,1,2.5,0,4,0
C02544,11,Basic,48.76,Mensal,4,9,8,2,1,4.3,0,3,1
C02545,13,Basic,46.99,Anual,3,13,9,0,7,1.0,0,1,0
C02546,39,Basic,49.93,Anual,1,10,12,3,0,1.6,0,0,0
C02547,23,Basic,48.91,Mensal,1,8,16,1,9,1.9,1,1,0
C02548,7,Basic,53.51,Mensal,3,4,11,0,5,1.6,0,7,0
C02549,15,Basic,50.93,Anual,1,10,12,3,10,1.6,0,7,0
C02550,10,Pro,144.56,Anual,15,17,16,3,9,1.1,0,5,0
C02551,9,Basic,50.79,Anual,3,25,15,3,6,3.1,0,2,0
C02552,19,Pro,151.29,Anual,12,15,4,2,4,2.2,0,0,0
C02553,16,Pro,158.76,Mensal,25,9,7,2,1,1.2,1,7,0
C02554,6,Basic,47.72,Anual,3,12,10,3,10,1.5,0,3,0
C02555,13,Enterprise,503.71,Mensal,118,7,18,1,7,7.7,0,4,0
C02556,9,Enterprise,496.53,Mensal,109,4,12,3,4,4.8,1,7,1
C02557,18,Basic,49.14,Anual,2,9,16,3,1,3.3,0,7,0
C02558,8,Basic,46.83,Anual,2,23,16,3,9,1.6,0,4,0
C02559,12,Basic,50.41,Mensal,2,9,18,2,0,1.6,1,5,1
C02560,9,Basic,50.02,Anual,3,23,10,0,7,1.2,1,4,0
C02561,2,Basic,52.15,Mensal,2,7,5,3,2,2.4,0,3,1
C02562,37,Basic,48.98,Mensal,5,12,8,1,6,1.2,0,1,0
C02563,13,Basic,47.99,Anual,2,16,1,1,1,1.0,0,0,0
C02564,38,Pro,154.88,Anual,16,23,13,2,8,1.5,0,7,0
C02565,14,Basic,47.05,Mensal,2,10,12,1,4,1.2,0,7,0
C02566,21,Basic,51.66,Mensal,2,3,4,2,4,3.7,0,3,1
C02567,8,Basic,51.65,Mensal,5,10,10,1,10,4.1,0,5,0
C02568,8,Pro,158.37,Mensal,12,6,14,0,2,3.0,0,0,1
C02569,13,Pro,151.81,Bienal,13,13,15,4,7,1.0,0,1,0
C02570,38,Basic,47.81,Mensal,2,10,15,4,6,2.7,0,6,1
C02571,6,Pro,149.81,Anual,15,15,2,6,7,0.7,0,7,0
C02572,2,Basic,49.93,Mensal,2,7,8,2,7,1.0,1,4,1
C02573,27,Pro,144.83,Mensal,8,5,12,2,8,3.4,0,3,0
C02574,22,Pro,158.93,Mensal,12,6,2,2,3,0.8,0,5,1
C02575,9,Basic,50.42,Anual,3,11,4,1,2,1.5,1,0,0
C02576,48,Pro,142.35,Bienal,21,14,18,4,7,1.1,1,2,0
C02577,49,Pro,163.03,Mensal,15,5,10,2,6,3.5,0,2,0
C02578,2,Pro,149.73,Mensal,15,11,11,1,10,0.6,1,4,0
C02579,8,Basic,46.32,Mensal,2,8,4,2,7,5.7,0,6,0
C02580,13,Pro,142.81,Mensal,11,8,13,1,2,2.0,0,0,1
C02581,18,Basic,52.65,Mensal,1,7,18,3,3,5.6,0,3,0
C02582,16,Pro,162.6,Bienal,5,20,19,1,7,1.3,0,6,0
C02583,13,Pro,156.52,Mensal,10,7,4,0,4,1.4,1,6,1
C02584,5,Basic,52.23,Anual,4,16,5,1,10,0.2,0,6,0
C02585,19,Basic,51.98,Anual,2,14,11,1,7,4.2,1,3,0
C02586,20,Basic,50.36,Mensal,2,6,17,2,4,4.0,1,7,0
C02587,26,Basic,49.81,Mensal,2,7,1,3,8,4.8,0,1,1
C02588,5,Basic,50.32,Anual,4,14,5,1,7,0.1,0,6,0
C02589,11,Basic,50.8,Mensal,1,7,3,2,3,0.6,0,1,0
C02590,9,Pro,143.48,Mensal,16,5,16,3,4,1.5,0,5,0
C02591,4,Basic,50.79,Anual,2,15,10,5,6,2.8,0,7,0
C02592,11,Basic,52.57,Mensal,3,8,14,3,2,2.1,1,5,1
C02593,5,Pro,147.46,Anual,16,13,1,2,7,3.0,0,1,0
C02594,4,Basic,48.23,Mensal,3,3,3,1,3,2.2,0,7,1
C02595,23,Basic,50.17,Mensal,3,10,11,0,10,0.8,0,7,0
C02596,9,Pro,144.16,Mensal,14,12,8,4,6,0.6,0,3,0
C02597,7,Enterprise,466.15,Mensal,135,5,4,4,8,0.4,1,2,1
C02598,30,Pro,157.55,Mensal,15,7,5,2,6,8.1,1,5,0
C02599,21,Basic,47.9,Mensal,1,12,14,1,2,0.2,1,7,0
C02600,2,Basic,49.05,Mensal,3,14,1,3,7,1.7,0,7,0
C02601,18,Enterprise,483.78,Mensal,92,7,17,3,6,0.5,1,0,0
C02602,18,Pro,158.51,Anual,15,20,4,0,1,2.1,1,1,0
C02603,11,Pro,155.36,Mensal,13,5,15,2,10,1.1,0,4,0
C02604,10,Pro,147.21,Mensal,2,7,12,0,0,2.9,0,6,0
C02605,3,Basic,46.11,Mensal,1,9,2,2,4,2.3,0,0,1
C02606,48,Basic,48.15,Mensal,4,4,15,3,1,0.5,0,5,0
C02607,11,Pro,153.25,Mensal,11,6,10,1,8,0.7,0,2,0
C02608,17,Pro,150.41,Mensal,20,10,6,2,4,1.6,0,2,0
C02609,12,Basic,49.27,Mensal,1,7,3,1,5,0.3,0,6,0
C02610,7,Pro,150.58,Anual,8,6,3,2,9,1.3,1,2,0
C02611,24,Basic,50.86,Anual,3,14,8,1,4,0.7,0,1,0
C02612,15,Enterprise,497.96,Mensal,76,11,6,3,5,0.7,0,7,0
C02613,11,Basic,50.1,Anual,3,14,16,2,6,2.0,0,7,0
C02614,17,Pro,141.65,Anual,14,18,11,3,10,0.9,0,7,0
C02615,12,Basic,55.26,Anual,2,16,1,2,4,0.7,0,4,1
C02616,40,Pro,146.89,Mensal,10,9,17,1,2,2.6,0,2,0
C02617,23,Pro,150.52,Mensal,7,7,5,1,3,1.9,0,5,0
C02618,19,Basic,50.39,Mensal,4,6,12,1,6,1.6,1,6,0
C02619,3,Pro,145.94,Mensal,24,6,16,3,8,4.0,0,2,0
C02620,19,Pro,149.06,Anual,8,9,13,1,9,2.1,0,4,0
C02621,19,Pro,148.97,Mensal,8,5,8,3,5,3.6,0,7,1
C02622,6,Basic,46.76,Mensal,2,8,1,3,5,3.0,1,4,0
C02623,3,Pro,152.27,Mensal,17,12,5,4,10,1.2,0,6,0
C02624,23,Pro,136.71,Mensal,13,8,11,5,7,0.7,0,0,0
C02625,25,Pro,162.06,Mensal,17,7,19,1,0,1.3,0,7,1
C02626,8,Basic,50.94,Mensal,2,11,1,1,7,0.7,0,7,1
C02627,8,Pro,153.76,Mensal,14,11,3,0,8,0.8,0,1,0
C02628,15,Basic,44.75,Mensal,5,6,7,2,8,2.2,1,3,0
C02629,9,Basic,47.06,Mensal,2,7,15,1,1,1.7,0,2,0
C02630,3,Basic,52.4,Bienal,4,13,19,4,5,0.6,0,4,0
C02631,5,Basic,59.17,Anual,4,14,4,4,8,1.5,0,6,0
C02632,17,Basic,51.93,Mensal,3,4,12,4,10,1.6,1,1,1
C02633,6,Basic,51.54,Mensal,1,11,19,6,9,0.3,0,5,0
C02634,25,Pro,152.91,Anual,15,15,19,2,8,2.6,0,1,0
C02635,19,Basic,46.92,Bienal,2,9,15,2,8,1.5,0,3,0
C02636,17,Basic,51.44,Mensal,3,12,15,2,3,1.7,0,4,0
C02637,14,Pro,140.8,Mensal,8,7,6,0,6,4.4,0,3,0
C02638,7,Enterprise,468.8,Anual,104,8,6,0,0,9.8,0,0,1
C02639,21,Pro,139.51,Mensal,20,7,19,1,1,0.9,0,3,0
C02640,7,Pro,156.27,Anual,22,18,12,6,2,2.6,0,2,1
C02641,26,Enterprise,497.57,Mensal,67,12,3,0,10,0.2,0,4,1
C02642,36,Pro,149.75,Mensal,8,11,2,4,2,3.4,0,2,1
C02643,15,Enterprise,498.62,Anual,91,16,17,1,3,4.0,0,3,0
C02644,33,Enterprise,470.91,Anual,136,18,3,4,8,1.8,1,7,0
C02645,6,Basic,47.36,Mensal,3,6,14,0,0,1.3,0,3,1
C02646,19,Pro,144.38,Anual,17,16,7,2,1,1.2,1,5,0
C02647,13,Pro,138.53,Anual,13,10,4,2,0,0.1,0,2,0
C02648,23,Pro,145.24,Mensal,11,10,3,0,6,0.6,0,5,0
C02649,2,Pro,140.94,Bienal,18,9,11,4,8,1.4,1,3,0
C02650,22,Basic,50.42,Mensal,2,7,16,2,10,2.9,0,4,0
C02651,8,Basic,50.62,Mensal,3,8,1,0,9,0.7,0,1,0
C02652,14,Pro,139.36,Anual,18,12,14,3,7,4.1,0,6,0
C02653,47,Pro,146.79,Mensal,17,4,11,3,8,2.3,1,1,0
C02654,20,Pro,162.83,Anual,18,17,16,5,10,1.7,1,1,0
C02655,18,Pro,141.69,Mensal,9,7,12,2,6,0.3,0,5,0
C02656,17,Pro,152.18,Mensal,9,6,3,2,1,0.9,0,2,1
C02657,28,Enterprise,501.63,Mensal,78,5,8,3,6,4.5,1,7,1
C02658,23,Basic,51.68,Anual,2,13,19,1,3,5.1,0,5,0
C02659,17,Enterprise,506.37,Anual,63,22,16,1,9,5.3,0,1,0
C02660,15,Basic,47.94,Mensal,3,5,7,1,5,3.0,0,7,0
C02661,15,Pro,149.5,Mensal,20,8,18,1,7,3.9,0,7,0
C02662,13,Basic,49.2,Mensal,4,10,1,5,5,0.8,0,2,0
C02663,4,Pro,148.32,Mensal,23,6,11,3,3,0.5,0,5,0
C02664,19,Basic,45.77,Anual,1,12,15,2,10,1.7,0,3,0
C02665,8,Basic,52.05,Anual,1,17,13,1,10,0.6,0,7,0
C02666,11,Pro,156.94,Mensal,13,4,4,4,9,0.4,0,7,1
C02667,24,Pro,141.22,Mensal,15,1,3,1,10,4.9,0,3,1
C02668,13,Basic,48.26,Anual,2,16,15,3,0,6.0,0,7,0
C02669,12,Pro,147.32,Mensal,11,8,19,2,6,0.7,0,5,0
C02670,15,Basic,46.17,Mensal,2,4,15,1,4,0.8,0,0,1
C02671,10,Basic,44.43,Anual,3,14,17,2,6,0.2,1,4,0
C02672,46,Basic,47.36,Mensal,1,8,18,2,4,1.1,0,3,1
C02673,42,Pro,146.34,Mensal,29,7,19,1,10,0.3,1,7,0
C02674,42,Pro,138.26,Mensal,15,7,16,1,9,5.6,1,1,1
C02675,17,Pro,150.32,Anual,21,15,15,4,8,3.6,0,0,0
C02676,8,Pro,157.66,Mensal,11,5,16,0,7,4.0,0,1,0
C02677,25,Pro,155.27,Anual,18,20,7,2,1,0.1,0,0,0
C02678,10,Pro,148.06,Mensal,15,4,11,1,1,0.0,0,3,0
C02679,26,Enterprise,453.08,Mensal,107,7,5,0,10,0.8,0,6,0
C02680,8,Basic,50.75,Anual,2,11,11,3,0,0.2,0,3,0
C02681,18,Basic,49.36,Mensal,4,13,10,5,7,1.0,1,0,1
C02682,29,Basic,50.04,Mensal,1,4,2,1,6,0.4,0,6,1
C02683,11,Pro,163.42,Mensal,20,10,2,0,8,2.9,1,7,0
C02684,11,Basic,46.98,Anual,3,14,19,0,10,0.1,0,6,0
C02685,3,Basic,41.96,Mensal,1,7,11,8,4,0.0,0,0,1
C02686,8,Pro,141.15,Anual,26,11,1,4,6,0.0,0,1,1
C02687,17,Enterprise,511.13,Mensal,139,7,8,2,0,0.1,1,0,1
C02688,18,Basic,49.07,Mensal,1,10,17,2,3,4.6,0,5,0
C02689,20,Basic,46.02,Mensal,3,8,14,2,2,3.4,1,2,1
C02690,2,Basic,45.52,Mensal,3,8,16,1,9,7.7,0,0,0
C02691,10,Basic,48.13,Anual,3,15,12,1,3,4.5,0,5,0
C02692,4,Pro,139.72,Mensal,24,6,14,2,3,2.8,0,5,0
C02693,16,Pro,152.88,Bienal,22,14,5,2,5,1.9,0,4,0
C02694,3,Basic,47.99,Mensal,3,9,16,1,6,0.4,1,1,0
C02695,5,Basic,47.46,Mensal,5,11,14,0,7,0.4,0,7,0
C02696,23,Basic,47.14,Mensal,4,7,5,3,10,0.0,1,3,0
C02697,9,Basic,49.64,Anual,2,17,6,2,4,0.4,0,5,0
C02698,33,Basic,49.1,Mensal,2,0,15,3,6,0.0,0,0,1
C02699,21,Pro,150.5,Mensal,22,8,5,1,4,4.2,1,4,0
C02700,11,Basic,49.44,Bienal,2,13,13,3,6,2.9,1,7,1
C02701,26,Pro,148.46,Anual,12,15,8,1,2,0.6,0,4,0
C02702,12,Basic,46.47,Mensal,2,8,6,2,2,1.3,0,2,1
C02703,22,Pro,143.56,Anual,17,18,3,4,8,1.5,1,3,0
C02704,7,Basic,48.03,Mensal,2,7,14,3,7,0.6,0,2,0
C02705,27,Basic,54.06,Mensal,1,9,7,0,8,1.1,0,5,0
C02706,3,Pro,138.95,Mensal,21,6,11,1,7,1.1,0,4,0
C02707,5,Pro,145.88,Anual,12,16,5,1,3,1.9,0,7,0
C02708,6,Basic,49.24,Mensal,5,4,3,0,8,0.8,0,0,1
C02709,8,Basic,48.26,Anual,3,12,1,1,2,2.5,0,7,0
C02710,17,Pro,157.0,Anual,22,17,18,0,0,1.0,0,2,0
C02711,13,Enterprise,491.3,Mensal,100,7,6,4,2,1.6,0,0,1
C02712,22,Pro,147.25,Mensal,22,9,11,3,7,6.3,0,2,1
C02713,29,Basic,51.0,Anual,3,19,9,1,7,1.2,0,3,0
C02714,3,Basic,53.44,Mensal,3,6,8,3,8,2.4,0,5,0
C02715,32,Basic,52.45,Mensal,4,5,16,0,8,5.4,0,4,0
C02716,11,Basic,48.67,Mensal,5,5,18,0,2,3.0,0,1,0
C02717,41,Pro,148.63,Anual,13,18,4,2,8,2.0,1,5,0
C02718,7,Pro,149.35,Mensal,19,11,1,2,5,1.4,0,0,1
C02719,2,Basic,49.36,Mensal,2,12,7,4,9,4.9,0,2,0
C02720,21,Pro,142.69,Mensal,18,13,2,2,0,7.4,0,7,0
C02721,20,Pro,155.98,Mensal,15,11,1,0,8,0.9,0,7,0
C02722,5,Pro,150.54,Bienal,2,11,16,1,7,0.5,0,2,0
C02723,6,Basic,48.89,Mensal,2,12,2,1,5,1.3,1,3,0
C02724,24,Basic,45.89,Anual,4,14,2,3,9,1.1,0,2,0
C02725,18,Basic,49.15,Anual,2,13,7,0,2,2.3,0,2,0
C02726,10,Basic,44.36,Mensal,4,12,11,1,4,0.1,1,1,1
C02727,19,Basic,47.57,Anual,3,17,10,3,4,6.3,0,6,1
C02728,16,Basic,47.62,Bienal,2,17,15,0,5,1.3,0,5,0
C02729,6,Basic,49.7,Anual,4,12,15,0,3,1.0,0,4,0
C02730,25,Basic,53.61,Anual,3,10,1,1,7,0.1,1,6,0
C02731,22,Enterprise,513.27,Mensal,93,12,15,2,1,0.1,0,7,0
C02732,14,Pro,159.79,Anual,21,23,1,3,0,1.6,1,6,0
C02733,24,Basic,50.58,Mensal,3,3,18,2,1,3.9,0,0,1
C02734,44,Enterprise,527.07,Anual,27,22,6,2,4,1.1,1,6,0
C02735,6,Basic,53.55,Mensal,2,10,18,2,0,0.1,1,0,0
C02736,11,Basic,47.21,Mensal,1,9,19,3,6,1.1,0,5,0
C02737,11,Pro,143.06,Anual,18,16,2,1,2,1.1,0,7,0
C02738,23,Basic,50.64,Anual,4,16,8,2,8,1.9,0,7,0
C02739,8,Basic,48.99,Mensal,4,4,3,1,9,0.9,0,3,1
C02740,22,Basic,49.54,Anual,3,21,19,2,9,0.0,0,7,0
C02741,9,Basic,48.39,Bienal,4,15,10,1,5,3.4,0,1,0
C02742,5,Pro,144.56,Anual,5,18,16,3,5,3.3,0,7,0
C02743,14,Basic,52.97,Anual,2,10,12,1,4,4.9,0,5,0
C02744,9,Basic,46.31,Anual,1,10,17,3,1,1.2,1,6,0
C02745,15,Basic,50.68,Anual,2,16,12,6,2,2.5,0,7,0
C02746,18,Basic,50.28,Mensal,4,7,1,2,2,1.0,0,6,0
C02747,3,Basic,45.13,Mensal,4,9,10,1,6,1.8,0,7,0
C02748,10,Pro,142.81,Anual,18,22,13,4,0,6.2,0,3,0
C02749,14,Pro,144.06,Bienal,13,19,19,2,10,1.0,0,7,0
C02750,24,Basic,50.38,Mensal,1,3,16,1,1,1.0,0,6,0
C02751,22,Pro,146.27,Mensal,16,6,10,0,3,0.3,0,1,0
C02752,7,Basic,48.79,Mensal,4,5,16,2,3,0.8,0,2,0
C02753,12,Basic,45.43,Anual,3,14,18,1,9,0.2,0,6,0
C02754,19,Basic,54.7,Anual,1,13,17,2,6,4.8,1,4,0
C02755,11,Basic,49.17,Mensal,3,7,19,1,10,2.5,0,0,0
C02756,7,Pro,152.72,Mensal,3,9,7,1,10,1.5,1,4,0
C02757,13,Enterprise,485.51,Mensal,105,15,9,0,8,1.9,0,2,0
C02758,17,Basic,47.4,Anual,2,10,1,3,1,0.3,0,0,0
C02759,6,Basic,53.69,Mensal,1,4,3,1,6,2.2,0,1,1
C02760,20,Pro,134.72,Mensal,19,9,16,2,6,2.7,0,1,0
C02761,15,Basic,49.68,Mensal,3,14,7,2,3,3.3,0,2,1
C02762,21,Basic,46.03,Anual,3,11,9,2,0,0.1,0,7,0
C02763,13,Enterprise,488.9,Mensal,150,7,7,5,0,1.0,0,1,0
C02764,40,Pro,144.25,Mensal,18,4,18,4,4,8.5,0,1,1
C02765,17,Enterprise,474.4,Mensal,59,13,17,2,8,2.5,0,7,1
C02766,22,Basic,49.09,Bienal,3,14,15,1,1,1.0,0,3,0
C02767,20,Basic,42.71,Mensal,2,13,19,3,10,4.0,0,7,0
C02768,12,Basic,48.23,Mensal,4,8,11,0,3,0.1,0,2,1
C02769,16,Enterprise,496.75,Mensal,88,11,4,5,7,2.1,0,1,0
C02770,8,Basic,45.67,Mensal,3,11,13,0,0,1.6,1,6,0
C02771,38,Basic,52.71,Anual,1,11,1,1,0,1.2,0,1,0
C02772,19,Basic,47.54,Anual,3,15,8,1,5,8.3,0,5,0
C02773,7,Pro,147.23,Mensal,14,10,16,2,1,7.6,0,1,0
C02774,33,Pro,144.59,Anual,8,13,4,3,6,3.0,0,6,0
C02775,12,Pro,148.39,Mensal,13,9,11,0,4,1.5,0,4,0
C02776,24,Basic,52.2,Anual,3,11,15,3,2,2.4,0,1,0
C02777,3,Pro,167.42,Mensal,14,11,15,1,10,1.0,0,7,0
C02778,29,Basic,50.83,Mensal,1,4,12,3,4,2.4,0,2,0
C02779,18,Basic,51.67,Anual,2,14,7,0,0,1.7,0,5,0
C02780,6,Basic,53.21,Bienal,2,9,5,1,1,0.2,1,1,0
C02781,18,Basic,49.61,Anual,3,22,4,0,3,1.6,0,3,0
C02782,36,Basic,52.85,Anual,3,13,14,1,5,0.7,0,2,0
C02783,8,Enterprise,518.77,Anual,66,17,6,0,6,8.0,0,7,0
C02784,8,Basic,49.35,Anual,2,23,13,1,4,2.3,1,0,0
C02785,11,Basic,49.86,Mensal,3,14,1,2,1,0.2,1,4,0
C02786,14,Pro,135.43,Mensal,20,2,6,2,2,0.3,0,2,1
C02787,26,Pro,151.18,Anual,16,16,8,3,1,2.6,0,6,0
C02788,19,Basic,45.22,Mensal,4,10,15,6,5,2.4,0,4,0
C02789,11,Pro,136.89,Anual,21,17,2,1,0,2.9,0,3,0
C02790,17,Basic,49.47,Mensal,4,10,9,3,8,0.1,0,6,0
C02791,40,Basic,46.27,Mensal,4,10,9,3,5,1.7,0,5,1
C02792,21,Pro,148.95,Mensal,24,4,7,3,3,0.6,0,5,1
C02793,12,Pro,150.03,Anual,8,14,16,1,3,1.6,0,3,0
C02794,11,Basic,49.45,Mensal,3,6,19,4,0,3.8,0,1,0
C02795,16,Basic,46.78,Anual,4,14,1,0,0,8.1,0,0,1
C02796,25,Basic,51.2,Mensal,4,10,18,1,7,2.3,0,4,0
C02797,7,Basic,48.78,Mensal,2,8,18,2,5,1.0,0,4,0
C02798,23,Enterprise,510.0,Anual,101,14,17,4,1,1.9,1,1,0
C02799,12,Basic,46.07,Mensal,3,8,3,2,8,3.5,0,2,0
C02800,14,Pro,147.67,Anual,26,22,8,2,10,0.2,1,0,0
C02801,60,Basic,51.69,Mensal,1,10,13,3,7,3.3,1,4,0
C02802,21,Pro,156.23,Mensal,10,9,4,3,9,2.3,0,7,0
C02803,9,Basic,47.05,Mensal,1,9,5,2,7,0.8,1,5,1
C02804,18,Basic,47.66,Anual,3,14,11,2,10,1.9,0,0,0
C02805,26,Basic,46.58,Mensal,5,11,17,4,6,3.1,0,3,1
C02806,22,Basic,47.39,Mensal,2,6,4,2,8,3.3,0,7,0
C02807,2,Enterprise,464.09,Anual,83,12,1,1,8,0.9,0,1,0
C02808,13,Pro,147.97,Bienal,18,15,19,1,3,0.2,0,2,0
C02809,18,Pro,153.72,Anual,14,20,9,2,0,1.1,1,6,0
C02810,17,Basic,47.08,Anual,3,14,2,2,4,1.1,1,5,0
C02811,10,Pro,148.32,Mensal,17,11,19,4,2,5.4,0,1,0
C02812,22,Pro,147.36,Mensal,9,8,6,2,9,12.1,0,0,0
C02813,29,Pro,156.86,Anual,14,20,3,3,7,5.3,0,1,0
C02814,3,Pro,144.44,Anual,19,19,13,2,9,0.2,0,4,0
C02815,3,Pro,144.71,Anual,20,11,15,1,3,1.0,0,2,0
C02816,18,Basic,46.93,Anual,4,18,3,1,5,2.1,0,1,0
C02817,23,Enterprise,470.62,Anual,90,13,14,3,2,4.6,0,0,0
C02818,8,Basic,50.3,Mensal,3,9,8,2,5,0.8,0,0,0
C02819,2,Basic,48.67,Mensal,3,9,7,1,0,0.7,0,2,0
C02820,13,Pro,149.41,Bienal,11,15,13,1,3,7.6,0,1,0
C02821,18,Basic,52.12,Mensal,2,9,2,1,9,3.8,0,6,0
C02822,11,Basic,52.26,Mensal,2,8,4,3,6,0.7,0,6,0
C02823,27,Basic,44.97,Mensal,1,11,16,0,9,0.0,1,6,0
C02824,17,Basic,50.59,Anual,3,16,19,3,8,0.1,0,5,0
C02825,8,Enterprise,504.63,Anual,113,17,18,0,0,1.6,0,3,0
C02826,8,Pro,145.56,Anual,10,21,15,4,5,3.2,0,1,0
C02827,14,Basic,49.8,Mensal,3,8,3,1,3,1.2,0,1,1
C02828,10,Enterprise,455.93,Mensal,59,7,6,0,1,3.4,1,4,1
C02829,3,Pro,159.9,Mensal,8,9,17,1,2,3.4,0,7,1
C02830,16,Pro,152.84,Anual,27,15,14,1,0,1.5,0,5,0
C02831,9,Basic,46.88,Mensal,1,11,16,3,2,0.1,0,6,0
C02832,10,Basic,47.57,Anual,1,9,8,1,7,0.9,0,6,0
C02833,5,Basic,44.83,Mensal,3,9,11,1,2,2.9,1,0,0
C02834,36,Basic,48.23,Anual,3,19,15,3,7,2.1,0,7,0
C02835,21,Pro,145.4,Mensal,19,8,15,1,3,1.6,0,4,0
C02836,42,Basic,45.75,Anual,5,13,14,5,0,1.6,0,6,0
C02837,11,Basic,50.9,Anual,2,11,1,4,7,6.9,0,7,0
C02838,21,Pro,158.51,Mensal,11,7,4,1,1,2.3,0,1,1
C02839,16,Basic,48.93,Mensal,4,7,10,1,10,4.8,0,7,0
C02840,8,Basic,48.25,Mensal,4,9,14,2,4,0.2,0,4,1
C02841,11,Pro,152.24,Mensal,19,7,19,2,0,0.8,0,3,1
C02842,21,Pro,148.85,Anual,11,13,6,0,2,0.7,0,7,0
C02843,5,Basic,46.35,Mensal,4,11,15,3,3,0.7,1,4,0
C02844,27,Enterprise,482.72,Anual,105,18,13,2,5,0.3,0,5,0
C02845,15,Pro,146.79,Mensal,16,4,6,2,7,1.9,0,4,1
C02846,24,Pro,150.85,Anual,11,14,4,2,3,4.3,0,5,0
C02847,18,Basic,49.02,Mensal,3,9,12,1,3,3.2,0,5,0
C02848,3,Pro,150.57,Mensal,24,8,7,1,10,1.3,0,2,0
C02849,13,Pro,137.64,Mensal,8,6,5,2,2,3.9,0,7,0
C02850,27,Basic,50.63,Anual,2,20,5,1,8,0.4,1,5,0
C02851,15,Enterprise,499.09,Mensal,59,15,5,0,1,0.5,0,3,1
C02852,14,Enterprise,562.69,Anual,66,13,2,1,2,0.4,0,4,0
C02853,15,Basic,48.05,Mensal,2,10,4,1,6,1.6,0,0,0
C02854,2,Pro,151.41,Bienal,20,15,19,1,1,1.9,1,0,0
